50	32.175805563442836	31.435454452655126	4
100	33.339006429307545	33.32600035170551	3
150	33.339006429307545	33.321248803535106	3
200	33.339006429307545	33.26604749426338	5
250	33.535452792876356	33.23902649689849	5
300	33.77967424023817	33.602932586499804	3
350	36.05976386330236	35.74569754519555	11
400	36.4637540895241	36.371711991420355	6
450	36.58986762554466	36.39114291086824	9
500	36.755135522766174	36.58249950351335	7
550	36.755135522766174	36.60523835197784	5
600	36.755135522766174	36.688539209695925	6
650	37.122860447078715	37.01786371579768	5
700	37.122860447078715	37.03033279531747	4
750	37.122860447078715	37.112281664373555	2
800	37.122860447078715	36.81010970550496	10
850	37.122860447078715	36.985242280904465	5
900	37.16294913269025	36.770251913696654	10
950	37.16294913269025	37.047421428459565	4
1000	37.16294913269025	37.08805795941075	4
1050	37.18391658157924	37.08866755482416	3
1100	37.18391658157924	37.18098113873475	2
1150	37.18391658157924	37.045921424361524	7
1200	37.18391658157924	37.05058614640956	7
1250	37.20494264418528	36.99386924342024	9
1300	37.20494264418528	37.093045930464356	4
1350	37.20494264418528	36.97133749787644	8
1400	37.20494264418528	37.16928054691029	3
1450	37.20494264418528	37.10166569773039	4
1500	37.20494264418528	36.834461343714686	11
1550	37.20494264418528	37.17509424061603	4
1600	37.20494264418528	37.14030972617004	3
1650	37.20494264418528	37.18182583568974	3
1700	37.20494264418528	36.886954196087935	4
1750	37.20494264418528	36.7698952648692	12
1800	37.20494264418528	37.16373768309691	3
1850	37.59129524725499	37.58539580802635	2
1900	37.59129524725499	37.58574283386332	2
1950	37.59129524725499	37.57256079500425	3
2000	37.59129524725499	37.42652065423528	6
2050	37.59129524725499	37.586783911374255	2
2100	37.59129524725499	37.49267492248045	6
2150	37.59129524725499	37.571368364637976	3
2200	37.59129524725499	37.33771028330173	8
2250	37.59129524725499	36.971372003601374	11
2300	37.59129524725499	37.54167513808724	4
2350	38.40807088779728	37.88790657458261	3
2400	38.426348543207624	38.32750182352853	3
2450	38.426348543207624	38.40848060246368	3
2500	38.426348543207624	38.109350831524125	13
2550	38.426348543207624	38.26186108985776	6
2600	38.426348543207624	38.40486002390531	3
2650	38.426348543207624	38.256515973057766	8
2700	38.426348543207624	38.388371895387984	4
2750	38.44622745882406	38.38344369794161	7
2800	38.44622745882406	38.39673057578494	5
2850	38.44622745882406	38.317283849185415	6
2900	38.44622745882406	38.426062120083195	3
2950	38.44622745882406	38.34176371207662	5
3000	38.44622745882406	38.29713327312703	5
3050	38.44622745882406	38.442385744713086	2
3100	38.44622745882406	38.12324642130171	9
3150	38.53768565015152	38.33139187233529	6
3200	38.53768565015152	38.51397985827263	4
